,Ngày,Giá điều chỉnh,Giá đóng cửa,Giá bình quân,thay đổi,KL1,GT1,KL2,GT2,Giá tham chiếu,Giá mở cửa,Giá cao nhất,Giá thấp nhất
40,24/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.00 ,17.00 ,17.00 
41,23/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.0 ,17.00 ,17.00 
42,22/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.00 ,17.00 ,17.00 
43,21/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.0 ,17.00 ,17.00 
44,18/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.00 ,17.00 ,17.00 
45,17/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.0 ,17.00 ,17.00 
46,16/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.00 ,17.00 ,17.00 
47,15/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.0 ,17.00 ,17.00 
48,14/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.00 ,17.00 ,17.00 
49,11/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.0 ,17.00 ,17.00 
50,10/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.00 ,17.00 ,17.00 
51,09/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.0 ,17.00 ,17.00 
52,08/06/2021,17.00 ,17.00 ,17.00 ,0.00 (0.00 %),0 ,0 ,0 ,0 ,17.00 ,17.00 ,17.00 ,17.00 
