Ngày,Giá điều chỉnh,Giá đóng cửa,Giá bình quân,Giá tham chiếu,Giá mở cửa,Giá cao nhất,Giá thấp nhất,Change_Value,Change_Percent,KL,GT
2015-03-13,0.08704883227176222,0.08704883227176222,0.08704883227176222,0.08620689655172414,0.08281573498964805,0.08333333333333334,0.09029345372460497,0.285234899328859,0.2722328854766475,0.021398397735924574,0.003109500606770846
2015-03-16,0.08704883227176222,0.08704883227176222,0.08704883227176222,0.08836206896551724,0.08488612836438923,0.08333333333333334,0.09029345372460497,0.27964205816554805,0.23816378758797185,0.01936166441237704,0.002845193055195324
2015-03-17,0.08280254777070065,0.08280254777070065,0.08280254777070065,0.08836206896551724,0.08488612836438923,0.08333333333333334,0.08803611738148984,0.2684563758389261,0.17146513115802944,0.044422118822311014,0.0063278337347786725
2015-03-18,0.08492569002123145,0.08492569002123145,0.08492569002123145,0.08405172413793104,0.08074534161490683,0.08130081300813011,0.08577878103837472,0.285234899328859,0.27287268074216253,0.061249294635061576,0.008520031662552118
2015-03-19,0.08492569002123145,0.08492569002123145,0.08492569002123145,0.08620689655172414,0.08074534161490683,0.08130081300813011,0.08577878103837472,0.27964205816554805,0.23816378758797185,0.028092698285639404,0.003949065770598975
2015-03-20,0.08492569002123145,0.08492569002123145,0.08492569002123145,0.08620689655172414,0.08074534161490683,0.08130081300813011,0.08577878103837472,0.27964205816554805,0.23816378758797185,0.03976455159614372,0.0055660060861198145
2015-03-23,0.08280254777070065,0.08280254777070065,0.08280254777070065,0.08620689655172414,0.07867494824016563,0.07926829268292684,0.08577878103837472,0.2740492170022371,0.20409468969929623,0.010193824888678048,0.0013992752730468808
2015-03-24,0.07855626326963909,0.07855626326963909,0.07855626326963909,0.08405172413793104,0.07867494824016563,0.07723577235772358,0.0835214446952596,0.2684563758389261,0.1685860524632118,0.02468459838513967,0.003373808158346368
2015-03-25,0.08067940552016986,0.08067940552016986,0.08067940552016986,0.07974137931034483,0.07453416149068323,0.07723577235772358,0.07900677200902935,0.285234899328859,0.2744721689059501,0.008197724648892063,0.0010883252123697962
2015-03-26,0.08067940552016986,0.08067940552016986,0.08067940552016986,0.08189655172413794,0.08074534161490683,0.07926829268292684,0.08126410835214447,0.27964205816554805,0.23816378758797185,0.027635576093322005,0.0037935907402604323
