Ngày,Giá điều chỉnh,Giá đóng cửa,Giá bình quân,Giá tham chiếu,Giá mở cửa,Giá cao nhất,Giá thấp nhất,Change_Value,Change_Percent,KL,GT
2008-09-09,44.0,44.0,31.27,46.0,49.0,49.9,43.5,-2.0,-4.35,309380.0,14236694000.0
2008-09-10,41.8,41.8,29.71,31.27,41.8,41.9,41.8,10.53,33.67,254650.0,10644530000.0
2008-09-11,39.8,39.8,28.29,29.71,39.8,39.8,39.8,10.09,33.97,35120.0,1397776000.0
2008-09-12,37.9,37.9,26.94,28.29,37.9,37.9,37.9,9.61,33.99,2480.0,93992000.0
2008-09-15,38.2,38.2,27.15,26.94,37.9,39.7,37.9,11.26,41.82,484330.0,18711456000.0
2008-09-16,36.9,36.9,26.23,27.15,40.0,40.0,36.5,9.75,35.91,293470.0,11235408000.0
2008-09-17,35.1,35.1,24.95,26.23,35.2,35.5,35.1,8.87,33.84,151310.0,5318047000.0
2008-09-18,33.4,33.4,23.74,24.95,33.4,33.4,33.4,8.45,33.89,18820.0,628588000.0
2008-09-19,35.0,35.0,24.88,23.74,35.0,35.0,35.0,11.26,47.44,228130.0,7984550000.0
2008-09-22,36.7,36.7,26.08,24.88,36.7,36.7,36.7,11.82,47.54,39580.0,1452586000.0
2008-09-23,36.0,36.0,25.59,26.08,34.9,38.0,34.9,9.92,38.02,425830.0,15225051000.0
2008-09-24,35.5,35.5,25.23,25.59,36.0,36.0,35.0,9.91,38.75,63930.0,2278206000.0
2008-09-25,37.2,37.2,26.44,25.23,35.9,37.2,35.5,11.97,47.44,186290.0,6833976000.0
2008-09-26,39.0,39.0,27.72,26.44,39.0,39.0,38.5,12.56,47.51,495550.0,19322100000.0
2008-09-29,40.6,40.6,28.86,27.72,40.9,40.9,39.0,12.88,46.47,298490.0,12169668000.0
2008-09-30,38.6,38.6,27.43,28.86,38.6,38.6,38.6,9.74,33.77,8110.0,313046000.0
2008-10-01,38.0,38.0,27.01,27.43,38.4,39.4,37.0,10.57,38.52,88300.0,3365860000.0
2008-10-02,38.5,38.5,27.36,27.01,39.4,39.4,37.7,11.49,42.55,119910.0,4626847000.0
2008-10-03,37.5,37.5,26.65,27.36,36.6,38.5,36.6,10.14,37.05,103160.0,3829251000.0
2008-10-06,35.7,35.7,25.37,26.65,35.8,35.9,35.7,9.05,33.95,174930.0,6250635000.0
2008-10-07,34.0,34.0,24.16,25.37,34.0,35.7,34.0,8.63,34.0,202540.0,6894271000.0
2008-10-08,32.4,32.4,23.03,24.16,32.3,34.0,32.3,8.24,34.08,85950.0,2817725000.0
2008-10-09,32.0,32.0,22.74,23.03,31.1,34.0,31.1,8.97,38.97,82960.0,2678738000.0
2008-10-10,30.4,30.4,21.61,22.74,30.5,30.9,30.4,7.66,33.67,105310.0,3206373000.0
2008-10-13,29.0,29.0,20.61,21.61,31.7,31.7,28.9,7.39,34.22,53720.0,1585974000.0
2008-10-14,30.4,30.4,21.61,20.61,30.4,30.4,30.4,9.79,47.49,11390.0,346256000.0
2008-10-15,31.3,31.3,22.25,21.61,31.5,31.5,29.1,9.69,44.87,134010.0,4163535000.0
2008-10-16,29.8,29.8,21.18,22.25,29.8,30.2,29.8,7.55,33.96,80880.0,2412874000.0
2008-10-17,29.0,29.0,20.61,21.18,30.8,30.8,29.0,7.82,36.93,68080.0,2026050000.0
2008-10-20,28.0,28.0,19.9,20.61,28.0,28.0,27.6,7.39,35.85,110880.0,3077883000.0
2008-10-21,28.5,28.5,20.26,19.9,29.2,29.2,27.9,8.6,43.22,48730.0,1389196000.0
2008-10-22,27.1,27.1,19.26,20.26,27.2,27.5,27.1,6.84,33.79,59230.0,1609923000.0
2008-10-23,25.8,25.8,18.34,19.26,25.8,25.8,25.8,6.54,33.95,54970.0,1418226000.0
2008-10-24,24.6,24.6,17.48,18.34,24.6,24.7,24.6,6.26,34.16,129050.0,3175030000.0
2008-10-27,23.4,23.4,16.63,17.48,23.4,23.4,23.4,5.92,33.84,9900.0,231660000.0
2008-10-28,22.3,22.3,15.85,16.63,22.3,22.3,22.3,5.67,34.09,10350.0,230805000.0
2008-10-29,21.2,21.2,15.07,15.85,23.3,23.3,21.2,5.35,33.76,197510.0,4304014000.0
2008-10-30,20.3,20.3,14.43,15.07,20.2,21.5,20.2,5.23,34.73,99990.0,2029104000.0
2008-10-31,21.3,21.3,15.14,14.43,20.3,21.3,20.3,6.87,47.63,136350.0,2875417000.0
2008-11-03,21.4,21.4,15.21,15.14,21.3,21.5,20.3,6.26,41.36,63010.0,1311063000.0
2008-11-04,22.4,22.4,15.92,15.21,20.5,22.4,20.5,7.19,47.28,40850.0,880374000.0
2008-11-05,23.5,23.5,16.7,15.92,23.5,23.5,23.5,7.58,47.61,3600.0,84600000.0
2008-11-06,23.2,23.2,16.49,16.7,22.4,24.6,22.4,6.5,38.91,122880.0,2868593000.0
2008-11-07,22.1,22.1,15.71,16.49,22.1,22.8,22.1,5.61,34.03,103880.0,2297551000.0
2008-11-10,22.4,22.4,15.92,15.71,22.5,22.6,21.7,6.69,42.61,60610.0,1358791000.0
2008-11-11,21.3,21.3,15.14,15.92,21.5,21.7,21.3,5.38,33.79,36220.0,775055000.0
2008-11-12,20.9,20.9,14.85,15.14,20.3,20.9,20.3,5.76,38.06,41570.0,850801000.0
2008-11-13,20.4,20.4,14.5,14.85,20.9,21.0,20.4,5.55,37.34,51720.0,1067678000.0
2008-11-14,21.0,21.0,14.93,14.5,21.3,21.4,20.5,6.5,44.84,167040.0,3551016000.0
2008-11-17,21.3,21.3,15.14,14.93,21.0,21.4,21.0,6.37,42.71,70550.0,1486695000.0
2008-11-18,22.3,22.3,15.85,15.14,22.1,22.3,22.0,7.16,47.31,218800.0,4854773000.0
2008-11-19,22.3,22.3,15.85,15.85,23.3,23.3,22.3,6.45,40.7,94580.0,2167196000.0
2008-11-20,21.2,21.2,15.07,15.85,22.5,22.5,21.2,5.35,33.76,134690.0,2930633000.0
2008-11-21,20.4,20.4,14.5,15.07,20.2,21.0,20.2,5.33,35.39,186630.0,3799877000.0
2008-11-24,20.5,20.5,14.57,14.5,21.0,21.0,20.4,6.0,41.39,101800.0,2119284000.0
2008-11-25,20.5,20.5,14.57,14.57,20.5,20.5,19.7,5.93,40.7,43390.0,884925000.0
2008-11-26,20.4,20.4,14.5,14.57,20.5,20.8,20.3,5.83,40.02,93410.0,1914039000.0
2008-11-27,20.1,20.1,14.29,14.5,20.2,21.0,20.0,5.6,38.63,158430.0,3175745000.0
2008-11-28,18.7,18.7,14.76,14.29,18.1,18.9,18.1,4.41,30.9,45730.0,839994000.0
2008-12-01,17.8,17.8,14.05,14.76,17.8,18.4,17.8,3.04,20.6,54170.0,965076000.0
2008-12-02,17.0,17.0,13.42,14.05,17.0,17.0,17.0,2.95,21.01,4990.0,84830000.0
2008-12-03,16.2,16.2,12.79,13.42,16.2,16.3,16.2,2.78,20.74,88510.0,1434282000.0
2008-12-04,16.2,16.2,12.79,12.79,17.0,17.0,16.2,3.41,26.7,58590.0,970276000.0
2008-12-05,15.4,15.4,12.15,12.79,15.8,16.0,15.4,2.61,20.45,34760.0,539564000.0
2008-12-08,14.7,14.7,11.6,12.15,14.9,14.9,14.7,2.55,20.94,34900.0,514042000.0
2008-12-09,14.1,14.1,11.13,11.6,14.0,14.7,14.0,2.5,21.53,45260.0,641093000.0
2008-12-10,13.4,13.4,10.58,11.13,14.5,14.5,13.4,2.27,20.41,25070.0,346283000.0
2008-12-11,13.5,13.5,10.65,10.58,13.1,13.7,13.1,2.92,27.65,50630.0,665680000.0
2008-12-12,14.1,14.1,11.13,10.65,14.1,14.1,14.0,3.45,32.33,35820.0,504432000.0
2008-12-15,14.8,14.8,11.68,11.13,14.4,14.8,14.0,3.67,32.99,32510.0,470502000.0
2008-12-16,14.1,14.1,11.13,11.68,14.2,14.3,14.1,2.42,20.71,16820.0,238490000.0
2008-12-17,13.7,13.7,10.81,11.13,13.7,14.0,13.5,2.57,23.11,33660.0,465557000.0
2008-12-18,14.0,14.0,11.05,10.81,14.1,14.1,13.8,3.19,29.48,19990.0,279901000.0
2008-12-19,14.0,14.0,11.05,11.05,13.9,14.0,13.7,2.95,26.7,52810.0,734468000.0
2008-12-22,14.1,14.1,11.13,11.05,14.3,14.3,14.0,3.05,27.61,21720.0,307491000.0
2008-12-23,13.7,13.7,10.81,11.13,13.6,14.0,13.6,2.57,23.11,47380.0,655173000.0
2008-12-24,13.8,13.8,10.89,10.81,13.3,14.0,13.3,2.99,27.63,24740.0,337549000.0
2008-12-25,13.7,13.7,10.81,10.89,13.6,14.1,13.6,2.81,25.78,22360.0,307186000.0
2008-12-26,13.7,13.7,10.81,10.81,13.5,13.8,13.5,2.89,26.7,22700.0,309145000.0
2008-12-29,14.1,14.1,11.13,10.81,13.9,14.2,13.7,3.29,30.4,28340.0,398023000.0
2008-12-30,14.8,14.8,11.68,11.13,14.8,14.8,14.8,3.67,32.99,70300.0,1040440000.0
2008-12-31,14.8,14.8,11.68,11.68,15.5,15.5,14.8,3.12,26.7,171460.0,2635649000.0
2009-01-02,15.5,15.5,12.23,11.68,15.5,15.5,15.3,3.82,32.7,199060.0,3085197000.0
2009-01-05,15.4,15.4,12.15,12.23,15.6,15.6,15.0,3.17,25.88,26830.0,413566000.0
2009-01-06,15.0,15.0,11.84,12.15,15.2,15.4,15.0,2.85,23.41,61970.0,940223000.0
2009-01-07,15.2,15.2,12.0,11.84,15.4,15.5,15.2,3.36,28.39,55410.0,850603000.0
2009-01-08,14.8,14.8,11.68,12.0,15.3,15.3,14.8,2.8,23.37,135280.0,2029492000.0
2009-01-09,15.2,15.2,12.0,11.68,15.3,15.4,14.8,3.52,30.13,54480.0,822884000.0
2009-01-12,15.5,15.5,12.23,12.0,15.4,15.8,15.3,3.5,29.2,56480.0,879272000.0
2009-01-13,15.2,15.2,12.0,12.23,15.5,15.5,15.1,2.97,24.25,11320.0,172951000.0
2009-01-14,15.1,15.1,11.92,12.0,15.2,15.4,14.9,3.1,25.87,22980.0,348691000.0
2009-01-15,14.9,14.9,11.76,11.92,15.0,15.2,14.8,2.98,25.02,45040.0,659087000.0
2009-01-16,15.1,15.1,11.92,11.76,15.0,15.1,14.8,3.34,28.4,23490.0,350572000.0
2009-01-19,14.8,14.8,11.68,11.92,15.0,15.1,14.8,2.88,24.19,19470.0,288462000.0
2009-01-20,14.2,14.2,11.21,11.68,14.9,14.9,14.2,2.52,21.57,38920.0,561281000.0
2009-01-21,14.1,14.1,11.13,11.21,14.2,14.4,14.1,2.89,25.81,11800.0,167040000.0
2009-01-22,13.9,13.9,10.97,11.13,14.5,14.5,13.9,2.77,24.91,45260.0,634796000.0
2009-01-23,14.0,14.0,11.05,10.97,14.1,14.1,13.8,3.03,27.61,21200.0,296430000.0
2009-02-02,14.0,14.0,11.05,11.05,14.1,14.1,13.8,2.95,26.7,10050.0,140850000.0
2009-02-03,13.5,13.5,10.65,11.05,13.9,14.0,13.5,2.45,22.18,36490.0,496627000.0
2009-02-04,12.9,12.9,10.18,10.65,13.5,13.8,12.9,2.25,21.07,78400.0,1043086000.0
2009-02-05,12.3,12.3,9.71,10.18,12.7,12.9,12.3,2.12,20.81,41130.0,510274000.0
2009-02-06,12.2,12.2,9.63,9.71,12.0,12.5,11.8,2.49,25.67,54500.0,652992000.0
2009-02-09,12.6,12.6,9.94,9.63,12.5,12.6,12.2,2.97,30.86,30320.0,377283000.0
2009-02-10,12.1,12.1,9.55,9.94,12.0,12.4,12.0,2.16,21.67,41810.0,505479000.0
2009-02-11,11.8,11.8,9.31,9.55,11.8,12.2,11.8,2.25,23.56,37140.0,442568000.0
2009-02-12,11.8,11.8,9.31,9.31,12.0,12.1,11.8,2.49,26.7,62660.0,748608000.0
2009-02-13,12.0,12.0,9.47,9.31,12.0,12.1,12.0,2.69,28.85,13000.0,156020000.0
2009-02-16,12.0,12.0,9.47,9.47,12.1,12.1,11.9,2.53,26.7,11900.0,143010000.0
2009-02-17,11.7,11.7,9.23,9.47,12.1,12.1,11.7,2.23,23.54,45310.0,537279000.0
2009-02-18,11.2,11.2,8.84,9.23,11.5,11.7,11.2,1.97,21.29,38700.0,438908000.0
2009-02-19,11.5,11.5,9.08,8.84,11.6,11.6,11.2,2.66,30.1,50570.0,577167000.0
2009-02-20,11.4,11.4,9.0,9.08,11.5,11.5,11.3,2.32,25.6,37200.0,423415000.0
2009-02-23,11.2,11.2,8.84,9.0,11.5,11.5,11.2,2.2,24.48,24280.0,275569000.0
2009-02-24,10.8,10.8,8.52,8.84,11.2,11.0,10.7,1.96,22.18,39120.0,421724000.0
2009-02-25,11.3,11.3,8.92,8.52,10.8,11.3,11.1,2.78,32.57,35010.0,393333000.0
2009-02-26,11.0,11.0,8.68,8.92,11.3,11.3,11.0,2.08,23.34,23190.0,258738000.0
2009-02-27,11.2,11.2,8.84,8.68,11.0,11.3,11.0,2.52,29.01,17840.0,198821000.0
2009-03-02,11.2,11.2,8.84,8.84,11.0,11.3,11.0,2.36,26.7,16750.0,188255000.0
2009-03-03,11.3,11.3,8.92,8.84,11.2,11.3,11.2,2.46,27.83,13700.0,153670000.0
2009-03-04,11.3,11.3,8.92,8.92,11.3,11.5,11.3,2.38,26.7,11810.0,133895000.0
2009-03-05,11.7,11.7,9.23,8.92,11.3,11.8,11.3,2.78,31.19,20750.0,242875000.0
2009-03-06,11.6,11.6,9.16,9.23,11.7,11.8,11.5,2.37,25.62,21880.0,253240000.0
2009-03-09,12.0,12.0,9.47,9.16,11.6,12.0,11.6,2.84,31.07,16930.0,201820000.0
2009-03-10,12.2,12.2,9.63,9.47,12.0,12.3,12.0,2.73,28.81,18640.0,226790000.0
2009-03-11,12.5,12.5,9.87,9.63,12.2,12.5,11.8,2.87,29.82,59650.0,734538000.0
2009-03-12,11.9,11.9,9.39,9.87,12.5,12.3,11.9,2.03,20.62,27590.0,333331000.0
2009-03-13,12.0,12.0,9.47,9.39,11.9,12.1,11.9,2.61,27.77,29370.0,352494000.0
2009-03-16,12.2,12.2,9.63,9.47,12.0,12.4,12.0,2.73,28.81,7140.0,86860000.0
2009-03-17,12.4,12.4,9.79,9.63,12.2,12.7,12.3,2.77,28.78,33210.0,414613000.0
2009-03-18,13.0,13.0,10.26,9.79,12.4,13.0,12.7,3.21,32.83,77970.0,1007143000.0
2009-03-19,12.4,12.4,9.79,10.26,13.0,13.0,12.4,2.14,20.85,57630.0,730140000.0
2009-03-20,12.4,12.4,9.79,9.79,12.4,12.8,12.0,2.61,26.7,14940.0,185538000.0
2009-03-23,12.3,12.3,9.71,9.79,12.4,12.6,12.3,2.51,25.68,11730.0,145722000.0
2009-03-24,12.8,12.8,10.1,9.71,12.3,12.8,12.7,3.09,31.85,31740.0,405742000.0
2009-03-25,12.8,12.8,10.1,10.1,12.8,12.9,12.6,2.7,26.7,29210.0,373301000.0
2009-03-26,12.9,12.9,10.18,10.1,12.8,13.0,12.7,2.8,27.69,37980.0,490401000.0
2009-03-27,12.8,12.8,10.1,10.18,13.0,13.0,12.8,2.62,25.72,47710.0,613348000.0
2009-03-30,12.7,12.7,10.02,10.1,12.7,12.7,12.4,2.6,25.71,12210.0,153422000.0
2009-03-31,12.5,12.5,9.87,10.02,12.1,12.6,12.1,2.48,24.71,36670.0,448240000.0
2009-04-01,12.9,12.9,10.18,9.87,12.7,12.9,12.6,3.03,30.76,31960.0,408426000.0
2009-04-02,12.9,12.9,10.18,10.18,12.9,13.1,12.9,2.72,26.7,78580.0,1020799000.0
2009-04-03,13.5,13.5,10.65,10.18,12.9,13.5,13.4,3.32,32.6,115410.0,1557694000.0
2009-04-07,14.1,14.1,11.13,10.65,13.5,14.1,13.4,3.45,32.33,67560.0,947093000.0
2009-04-08,13.4,13.4,10.58,11.13,14.1,14.8,13.4,2.27,20.41,108800.0,1547285000.0
2009-04-09,13.7,13.7,10.81,10.58,13.4,13.7,13.4,3.12,29.54,55500.0,749749000.0
2009-04-10,14.3,14.3,11.29,10.81,13.7,14.3,14.0,3.49,32.25,77030.0,1098513000.0
2009-04-13,15.0,15.0,11.84,11.29,15.0,15.0,15.0,3.71,32.9,98840.0,1482600000.0
2009-04-14,15.7,15.7,12.39,11.84,15.7,15.7,15.2,3.86,32.61,236260.0,3693125000.0
2009-04-15,15.0,15.0,11.84,12.39,15.5,15.5,15.0,2.61,21.05,103060.0,1568526000.0
2009-04-16,15.0,15.0,11.84,11.84,15.1,15.2,14.3,3.16,26.7,130740.0,1916347000.0
2009-04-17,14.4,14.4,11.37,11.84,15.2,15.2,14.3,2.56,21.63,264630.0,3917141000.0
2009-04-20,13.7,13.7,10.81,11.37,13.7,13.7,13.7,2.33,20.54,68310.0,935847000.0
2009-04-21,13.1,13.1,10.34,10.81,13.1,13.3,13.1,2.29,21.15,74600.0,977486000.0
2009-04-22,13.6,13.6,10.73,10.34,13.6,13.7,13.3,3.26,31.54,64700.0,878517000.0
2009-04-23,13.2,13.2,10.42,10.73,13.3,13.9,13.2,2.47,22.98,76630.0,1026184000.0
2009-04-24,12.6,12.6,9.94,10.42,12.6,12.8,12.6,2.18,20.94,121240.0,1528136000.0
2009-04-27,12.5,12.5,9.87,9.94,12.9,12.9,12.0,2.56,25.7,101260.0,1239873000.0
2009-04-28,12.3,12.3,9.71,9.87,12.7,12.7,12.0,2.43,24.68,50940.0,619494000.0
2009-04-29,12.9,12.9,10.18,9.71,12.3,12.9,12.3,3.19,32.88,55370.0,699213000.0
2009-05-04,13.5,13.5,10.65,10.18,13.5,13.5,13.5,3.32,32.6,42790.0,577665000.0
2009-05-05,13.9,13.9,10.97,10.65,14.1,14.1,13.7,3.25,30.46,116770.0,1638973000.0
2009-05-06,13.3,13.3,10.5,10.97,13.3,13.7,13.3,2.33,21.23,46300.0,619340000.0
2009-05-07,13.5,13.5,10.65,10.5,13.6,13.6,13.3,3.0,28.61,68800.0,925532000.0
2009-05-08,13.0,13.0,10.26,10.65,13.0,13.5,13.0,2.35,22.01,74980.0,981755000.0
2009-05-11,13.4,13.4,10.58,10.26,13.2,13.5,13.0,3.14,30.6,53400.0,707974000.0
2009-05-12,13.6,13.6,10.73,10.58,13.0,13.7,13.0,3.02,28.59,95640.0,1267925000.0
2009-05-13,13.3,13.3,10.5,10.73,13.8,13.8,13.3,2.57,23.91,62100.0,846125000.0
2009-05-14,13.7,13.7,10.81,10.5,13.1,13.7,13.0,3.2,30.51,113210.0,1522429000.0
2009-05-15,14.0,14.0,11.05,10.81,13.9,14.0,13.8,3.19,29.48,104950.0,1461365000.0
2009-05-18,14.3,14.3,11.29,11.05,14.0,14.3,13.5,3.25,29.42,175010.0,2469094000.0
2009-05-19,15.0,15.0,11.84,11.29,15.0,15.0,15.0,3.71,32.9,128720.0,1930800000.0
2009-05-20,15.7,15.7,12.39,11.84,15.7,15.7,15.7,3.86,32.61,26980.0,423586000.0
2009-05-21,16.4,16.4,12.94,12.39,16.4,16.4,16.4,4.01,32.35,79510.0,1303964000.0
2009-05-22,15.6,15.6,12.31,12.94,17.2,17.2,15.6,2.66,20.52,494530.0,8200663000.0
2009-05-25,16.3,16.3,12.86,12.31,16.3,16.3,16.3,3.99,32.39,218610.0,3563343000.0
2009-05-26,17.1,17.1,13.5,12.86,17.1,17.1,17.0,4.24,32.92,257090.0,4396214000.0
2009-05-27,17.9,17.9,14.13,13.5,17.9,17.9,17.9,4.4,32.63,146830.0,2628257000.0
2009-05-28,18.5,18.5,14.6,14.13,17.9,18.5,17.9,4.37,30.95,510790.0,9259331000.0
2009-05-29,17.6,17.6,13.89,14.6,19.3,19.3,17.6,3.0,20.54,217130.0,4015315000.0
2009-06-01,18.4,18.4,14.52,13.89,18.4,18.4,18.0,4.51,32.46,210420.0,3856208000.0
2009-06-02,19.3,19.3,15.23,14.52,19.3,19.3,19.3,4.78,32.9,40650.0,784545000.0
2009-06-03,20.2,20.2,15.94,15.23,20.2,20.2,20.2,4.97,32.61,272140.0,5497228000.0
2009-06-04,21.2,21.2,16.73,15.94,21.2,21.2,21.2,5.26,32.97,76300.0,1617560000.0
2009-06-05,22.2,22.2,17.52,16.73,22.2,22.2,22.2,5.47,32.68,32200.0,714840000.0
2009-06-08,23.3,23.3,18.39,17.52,23.3,23.3,23.3,5.78,32.98,23120.0,538696000.0
2009-06-09,24.4,24.4,19.26,18.39,24.4,24.4,23.0,6.01,32.68,723100.0,17605202000.0
2009-06-10,23.2,23.2,18.31,19.26,23.2,24.0,23.2,3.94,20.47,359570.0,8342224000.0
2009-06-11,23.7,23.7,18.71,18.31,24.0,24.1,23.5,5.39,29.43,268940.0,6415410000.0
2009-06-12,22.6,22.6,17.84,18.71,24.0,24.4,22.6,3.89,20.82,241700.0,5605548000.0
2009-06-15,21.5,21.5,16.97,17.84,21.5,21.5,21.5,3.66,20.54,58250.0,1252375000.0
2009-06-16,20.5,20.5,16.18,16.97,20.5,20.5,20.5,3.53,20.81,5560.0,113980000.0
2009-06-17,19.5,19.5,15.39,16.18,19.5,19.5,19.5,3.32,20.52,31630.0,616785000.0
2009-06-18,19.0,19.0,15.0,15.39,19.5,20.2,19.0,3.61,23.45,201740.0,3924114000.0
2009-06-19,19.9,19.9,15.71,15.0,19.0,19.9,18.5,4.9,32.7,292750.0,5682024000.0
2009-06-22,19.0,19.0,15.0,15.71,19.2,19.2,19.0,3.29,20.97,56940.0,1085268000.0
2009-06-23,18.1,18.1,14.29,15.0,18.1,18.1,18.1,3.1,20.7,93500.0,1692350000.0
2009-06-24,19.0,19.0,15.0,14.29,18.0,19.0,18.0,4.71,33.0,102240.0,1911620000.0
2009-06-25,18.1,18.1,14.29,15.0,19.0,19.0,18.1,3.1,20.7,56050.0,1039322000.0
2009-06-26,17.9,17.9,14.13,14.29,17.8,18.4,17.3,3.61,25.3,98690.0,1745126000.0
2009-06-29,17.8,17.8,14.05,14.13,17.4,18.4,17.1,3.67,25.99,66000.0,1156262000.0
2009-06-30,17.0,17.0,13.42,14.05,17.2,17.4,17.0,2.95,21.01,129740.0,2216175000.0
2009-07-01,16.2,16.2,12.79,13.42,16.2,16.3,16.2,2.78,20.74,57790.0,936226000.0
2009-07-02,17.0,17.0,13.42,12.79,16.4,17.0,16.0,4.21,32.96,33350.0,549286000.0
2009-07-03,16.6,16.6,13.1,13.42,16.4,17.0,16.4,3.18,23.72,32400.0,538120000.0
2009-07-06,17.3,17.3,13.65,13.1,17.0,17.4,17.0,4.2,32.04,120990.0,2085361000.0
2009-07-07,17.3,17.3,13.65,13.65,16.9,17.3,16.6,3.65,26.7,101120.0,1709939000.0
2009-07-08,17.3,17.3,13.65,13.65,17.0,17.4,17.0,3.65,26.7,74930.0,1296757000.0
2009-07-09,17.0,17.0,13.42,13.65,17.1,17.3,17.0,3.35,24.51,34080.0,586366000.0
2009-07-10,16.6,16.6,13.1,13.42,16.7,16.8,16.5,3.18,23.72,36520.0,607886000.0
2009-07-13,16.0,16.0,12.63,13.1,16.3,16.3,16.0,2.9,22.12,32360.0,524031000.0
2009-07-14,15.5,15.5,12.23,12.63,16.0,16.0,15.5,2.87,22.74,37930.0,597884000.0
2009-07-15,16.0,16.0,12.63,12.23,16.0,16.2,16.0,3.77,30.79,23890.0,382418000.0
2009-07-16,16.3,16.3,12.86,12.63,16.7,16.7,16.3,3.67,29.08,15350.0,253065000.0
2009-07-17,16.3,16.3,12.86,12.86,16.5,16.5,16.1,3.44,26.7,11260.0,183224000.0
2009-07-20,15.5,15.5,12.23,12.86,16.0,16.0,15.5,2.64,20.48,83020.0,1287700000.0
2009-07-21,15.6,15.6,12.31,12.23,15.5,15.9,15.5,3.37,27.52,26670.0,414820000.0
2009-07-22,15.6,15.6,12.31,12.31,15.9,15.9,15.5,3.29,26.7,83080.0,1297480000.0
2009-07-23,16.3,16.3,12.86,12.31,15.5,16.3,15.2,3.99,32.39,44990.0,711750000.0
2009-07-24,17.1,17.1,13.5,12.86,17.1,17.1,16.5,4.24,32.92,357710.0,6116643000.0
2009-07-27,16.5,16.5,13.02,13.5,17.1,17.1,16.4,3.0,22.26,75790.0,1277878000.0
2009-07-28,15.7,15.7,12.39,13.02,15.9,16.4,15.7,2.68,20.56,97790.0,1543081000.0
2009-07-29,15.3,15.3,12.08,12.39,15.1,15.6,15.1,2.91,23.47,106080.0,1614551000.0
2009-07-30,15.0,15.0,11.84,12.08,15.0,15.0,14.6,2.92,24.22,150940.0,2233593000.0
2009-07-31,15.0,15.0,11.84,11.84,15.0,15.2,14.9,3.16,26.7,63280.0,949948000.0
2009-08-03,14.6,14.6,11.52,11.84,14.7,15.0,14.3,2.76,23.32,108380.0,1582512000.0
2009-08-04,14.7,14.7,11.6,11.52,14.8,15.0,14.6,3.18,27.57,70540.0,1039193000.0
2009-08-05,14.5,14.5,11.44,11.6,14.5,14.7,14.4,2.9,24.98,80360.0,1166805000.0
2009-08-06,15.2,15.2,12.0,11.44,14.6,15.2,14.6,3.76,32.82,179480.0,2715287000.0
2009-08-07,15.1,15.1,11.92,12.0,15.0,15.2,15.0,3.1,25.87,35610.0,537343000.0
2009-08-10,15.8,15.8,12.47,11.92,15.7,15.8,15.6,3.88,32.58,254840.0,4023219000.0
2009-08-11,16.5,16.5,13.02,12.47,16.5,16.5,16.5,4.03,32.32,94860.0,1565190000.0
2009-08-12,16.5,16.5,13.02,13.02,17.3,17.3,16.3,3.48,26.7,274060.0,4680001000.0
2009-08-13,16.0,16.0,12.63,13.02,16.7,16.7,16.0,2.98,22.86,111420.0,1797726000.0
2009-08-14,15.7,15.7,12.39,12.63,16.0,16.0,15.7,3.07,24.33,87210.0,1382180000.0
2009-08-17,15.7,15.7,12.39,12.39,16.0,16.0,15.7,3.31,26.7,82650.0,1305970000.0
2009-08-18,15.7,15.7,12.39,12.39,15.5,15.9,15.5,3.31,26.7,63080.0,990230000.0
2009-08-19,16.1,16.1,12.71,12.39,16.0,16.1,15.9,3.71,29.93,124360.0,1992586000.0
2009-08-20,16.4,16.4,12.94,12.71,16.4,16.4,16.1,3.69,29.06,147010.0,2399080000.0
2009-08-21,16.7,16.7,13.18,12.94,17.0,17.2,16.6,3.76,29.02,219880.0,3737212000.0
2009-08-24,16.8,16.8,13.26,13.18,16.3,17.0,16.3,3.62,27.46,115120.0,1912193000.0
2009-08-25,16.4,16.4,12.94,13.26,16.5,16.8,16.3,3.14,23.69,60760.0,999654000.0
2009-08-26,16.5,16.5,13.02,12.94,16.4,16.8,16.4,3.56,27.48,129060.0,2145042000.0
2009-08-27,16.7,16.7,13.18,13.02,16.5,16.7,16.2,3.68,28.24,114700.0,1859660000.0
2009-08-28,16.8,16.8,13.26,13.18,16.7,16.8,16.5,3.62,27.46,163810.0,2736691000.0
2009-08-31,17.1,17.1,13.5,13.26,17.2,17.2,16.9,3.84,28.97,128650.0,2191854000.0
2009-09-01,16.8,16.8,13.26,13.5,16.8,17.0,16.8,3.3,24.48,89640.0,1509294000.0
2009-09-03,16.7,16.7,13.18,13.26,16.5,16.8,16.5,3.44,25.95,138600.0,2317382000.0
2009-09-04,16.4,16.4,12.94,13.18,16.8,16.9,16.3,3.22,24.43,152450.0,2536481000.0
2009-09-07,16.4,16.4,12.94,12.94,16.4,16.5,16.0,3.46,26.7,79760.0,1301520000.0
2009-09-08,16.8,16.8,13.26,12.94,16.7,16.9,16.2,3.86,29.79,81310.0,1358998000.0
2009-09-09,17.0,17.0,13.42,13.26,16.9,17.0,16.7,3.74,28.21,135940.0,2296451000.0
2009-09-10,17.8,17.8,14.05,13.42,17.8,17.8,17.8,4.38,32.66,162490.0,2892322000.0
2009-09-11,18.6,18.6,14.68,14.05,18.6,18.6,18.6,4.55,32.4,95000.0,1767000000.0
2009-09-14,19.5,19.5,15.39,14.68,19.5,19.5,17.8,4.82,32.83,1010610.0,19564002000.0
